Transaction_ID,Country,Product,Import_Export,Shipping_Method,Port,Category,Quantity,Value,Date,Customs_Code,Weight
c87a7463-19c1-4a0d-8feb-d845d0dfae43,Tonga,actually,Export,Land,Ronniefort,Machinery,766,9262.55,19-04-2021,440654,1921.97
38018b47-b29a-4b06-9af6-6c5f2577bffa,Afghanistan,left,Export,Land,Woodsshire,Furniture,6615,4793.51,04-11-2020,527249,1229.85
9a27d858-88c1-42ad-afbf-c19ee8f6cf32,Angola,once,Export,Sea,West Melissa,Toys,1706,5887.21,25-04-2023,539561,19.05
1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,Czech Republic,major,Export,Air,Port Joseph,Electronics,1987,9214.34,08-12-2021,646389,3369.71
176ea1b1-6426-4cd5-9ea4-5cd69371a71f,Seychelles,record,Export,Land,South Alexanderland,Toys,5073,1453.02,23-07-2021,603851,4873.79
ade9b2b4-efdd-45f8-8fa3-4266ccfdba9b,Uganda,social,Export,Land,Chenberg,Toys,5462,5750.63,03-07-2020,888781,1102.07
9edfa3da-6cf5-4b15-8b53-031d05d51433,Mongolia,race,Export,Sea,Mayomouth,Furniture,5291,6593.86,09-12-2023,898837,583.29
e6fd68e8-d69c-41c2-b860-1602bb4a06cb,Niger,take,Export,Sea,West Michael,Machinery,6057,4470.87,29-04-2022,567084,3923.26
b29c467d-2b5f-4932-91dc-59efeb21a3f6,Suriname,such,Export,Air,South Kevin,Furniture,9371,9978.49,18-07-2022,117107,924.52
878b9f6b-57a1-4b71-a975-d279d86dbf11,Bulgaria,much,Export,Land,North Susanmouth,Machinery,7831,6423.84,12-12-2019,776079,4312.23
ebe21368-98c7-4205-9e01-a934402d0baf,Tanzania,bad,Export,Land,West Christyhaven,Clothing,8446,5222.94,11-11-2021,253095,4269.07
0361524c-2cc0-4859-aa65-24ab713b7e05,South Georgia and the South Sandwich Islands,today,Export,Air,North Christopher,Furniture,3044,5792.56,24-04-2023,405815,4946.91
e66cd36e-68ef-4f5f-ae68-690a78bc7175,North Macedonia,improve,Export,Air,Crawfordland,Furniture,5412,2909.93,25-11-2021,892778,14.07
eae2025e-8233-4e23-9ff3-334b91b15f5d,Guadeloupe,to,Export,Land,New Ryanton,Machinery,5896,8902,04-12-2023,752866,2774.44
27460f22-403d-4f83-a859-890cd670f668,Lao People's Democratic Republic,close,Export,Sea,Port Fernandoberg,Furniture,4817,6084.26,02-12-2020,673206,3812.99
bd30291a-55fe-408e-943e-2e04bdd7d19b,Honduras,article,Export,Air,Hansonhaven,Furniture,6621,7823.19,12-11-2019,258483,4331.02
2284b7a4-47e7-4593-8b58-85ca0bb2c3f0,United States Minor Outlying Islands,maintain,Export,Land,New Anneshire,Furniture,1605,5063.97,06-03-2024,271613,733.58
21e15094-9efe-4464-9a90-f534a23d4c9d,Cayman Islands,group,Export,Land,East Christopher,Toys,9097,2180.89,30-12-2019,801926,405.56
b2d650af-313b-42b7-9836-31890063e42f,Comoros,professor,Export,Land,Craigfurt,Clothing,8022,3483.02,23-08-2021,406296,2499.94
b5d97ef7-60ef-4471-b2b8-ff39a32c9b6f,Somalia,second,Export,Sea,Phillipston,Clothing,1875,7682.54,02-01-2022,805707,4277.87
dfe1b307-9172-4f0a-ac7c-8803e01bbf50,Bahrain,total,Export,Land,West Kathy,Electronics,4203,7310.78,31-12-2022,301412,1884.3
f689a4a5-ffda-4336-8c6e-90373020da5c,Uzbekistan,wrong,Export,Land,Port Jillian,Toys,2599,234.18,20-10-2021,170354,4093.91
03c54c71-fca0-4536-a169-df82b9bdee2d,Saint Barthelemy,black,Export,Air,East Timothyside,Electronics,823,5042.25,16-12-2023,918325,2160.69
2ea60b99-fa7f-48bf-b044-284a47acf2f6,Azerbaijan,politics,Export,Air,New Kevin,Toys,4050,5235.61,30-01-2024,541051,1549.01
41a93f90-dc82-4527-9da3-b7e2cad6e514,Burundi,trip,Export,Land,Hardingfurt,Toys,2702,7249.76,05-02-2020,814565,4680.46
1d77ce40-58d8-4776-a51a-d4f3a699bae0,French Guiana,practice,Export,Sea,Wilsonside,Toys,4085,536.93,23-08-2023,548662,3563.29
914591ae-f03d-466a-9dec-c06af24dfdd8,Peru,usually,Export,Land,Zacharytown,Machinery,2547,6040.9,12-07-2023,344444,1919.08
d8ab0b30-0ac0-4f0d-9974-c146e8ec01b3,Korea,nothing,Export,Sea,New Eileen,Electronics,7109,7721.57,26-02-2020,746014,256.24
9b8b71a1-b38a-45fb-b611-64cebfc74ca9,Timor-Leste,debate,Export,Sea,East Robert,Machinery,2222,1433.11,12-05-2021,831514,1320.18
2da44da1-89b5-4368-9f14-c6125f58d5b5,Bosnia and Herzegovina,learn,Export,Land,Greenmouth,Electronics,8461,7531.06,20-03-2021,199645,4863.21
5e00ea6d-ca24-4e4d-9667-2017555a4085,Paraguay,see,Export,Air,Deleonmouth,Clothing,3066,4674.72,02-05-2022,730907,3475.23
4505f4f6-0a8c-46c7-8921-5f4f9edb95f2,Singapore,will,Export,Land,New Ericburgh,Machinery,6176,9059.78,26-11-2020,221373,1540.92
955d0e77-fb5e-4866-a640-211e29f2c3c7,Maldives,way,Export,Air,West Randyport,Furniture,2071,7530.12,29-09-2021,795637,94.05
fd42f697-6511-4656-9c64-60364a1eb1b7,United States Minor Outlying Islands,second,Export,Air,Lake Sethhaven,Furniture,3547,466.72,27-08-2021,836290,3969.58
8f928dc5-1972-4ce3-9bd0-94486a2b3200,Australia,brother,Export,Land,Kennedyhaven,Toys,7468,7522.72,22-02-2021,319441,2555.41
564ae909-7958-4e69-bb2e-1b82e89dc815,Nigeria,special,Export,Land,North Meganberg,Furniture,5305,6222.95,27-12-2021,636777,1876.56
1db2b452-7aa5-4a18-9fd3-c01757f98d1e,Mozambique,heart,Export,Air,Graybury,Furniture,2263,8121.87,10-02-2021,104851,53.12
2aa36cf7-eb70-4a65-a7d9-9a23e4f7625e,Bhutan,huge,Export,Land,Johnsonport,Toys,3993,6961.75,06-03-2021,569580,518.06
ce5dc807-6025-4199-9082-3edaa0722aa0,Antigua and Barbuda,administration,Export,Air,Pottershire,Toys,1168,2110.01,24-09-2021,539003,2308.93
16408169-a38d-4afc-bdd2-ed7af97ccc57,Jersey,eight,Export,Sea,Susanshire,Toys,4470,9014.26,10-08-2024,391500,3264.82
32b2c492-15ac-47a1-8eca-2ee310da8a95,Benin,time,Export,Air,Dustinshire,Clothing,5254,5274.54,25-08-2022,741543,4178.28
62830869-0fa7-4e05-b897-4df5bff773ce,Singapore,tend,Export,Land,New Mauriceshire,Toys,7351,5528.77,27-10-2019,795553,614.23
8e751eb7-64d0-4913-991b-8adf0202861c,Korea,fight,Export,Land,Kimberlyhaven,Electronics,5762,8111.43,14-06-2020,877508,343.07
156af458-6c4c-4935-b79d-eda1ade6c5e9,Isle of Man,six,Export,Land,Fowlerborough,Furniture,1015,4088.65,18-11-2020,797791,233.94
2aa50f4e-c6f0-4933-95d1-805142cb6d1d,Canada,especially,Export,Land,Lake Laura,Toys,3894,3599.62,27-01-2023,730598,2278.67
da54f267-dd13-4266-926d-53961058fe8c,American Samoa,rise,Export,Land,South Sandra,Furniture,1077,4379.01,12-11-2020,614915,4710.03
41a8a6e1-65e0-4993-bf41-1fed1e70e799,Saudi Arabia,life,Export,Air,Davisberg,Electronics,9744,2566.08,27-05-2021,819176,1077.08
ff3e0ba1-0ac7-48b4-a418-65bf350d278d,Ukraine,out,Export,Land,East Kathleenport,Electronics,7720,8652.45,23-07-2024,284308,4305.98
9f982188-3744-4a64-8c24-9558f2ad985f,Bermuda,whole,Export,Sea,Whiteview,Machinery,6062,7005.68,16-12-2023,870395,2845.2
755a3ac1-32ae-4a20-9ac9-02ee25777cf0,Slovenia,kid,Export,Air,West Lisaton,Furniture,5539,4824.08,28-06-2023,772261,1117.5
98a33736-fd1a-47ce-9ad0-a6f226bdd974,Malta,those,Export,Air,New Christianfort,Machinery,1293,546.36,23-12-2022,659674,4866.49
905c053b-25fd-4cbe-bce7-1b48fba52e59,Thailand,prove,Export,Sea,Port Danielton,Machinery,6552,7751.75,04-02-2020,179983,2285.8
6c596216-ae0f-4bc8-a36b-cb0167e98363,Zimbabwe,drive,Export,Sea,South Danielle,Furniture,6055,6104.18,25-01-2024,828341,1082.6
8af58903-33b5-43ce-9fec-4623ab899605,Saudi Arabia,consider,Export,Sea,Port Bradleystad,Machinery,3403,5888.74,04-11-2023,838487,1721.75
dfde2281-25fb-4f3d-866d-7002091472ad,Marshall Islands,role,Export,Air,New Amyview,Electronics,3310,8767.14,03-04-2021,101117,3215.43
27e969e2-c8bf-43fb-9a43-1f7a41c30359,Congo,shake,Export,Air,Susanfurt,Clothing,9552,2747.43,19-04-2024,837687,1590.9
4b5ca436-953c-478e-a106-7a8cd7a3283c,Falkland Islands (Malvinas),including,Export,Sea,East Arielberg,Machinery,508,6961.35,14-01-2021,709569,4964.21
843b2a7d-15ab-4c21-8cc9-3ff710fce97d,Guatemala,form,Export,Sea,Port Edwardside,Clothing,3151,4018.74,24-12-2019,519141,644.46
10fc9eee-0a17-47f7-aa5f-24b6de6fec4b,Czech Republic,camera,Export,Sea,Baileymouth,Machinery,8227,6033.39,01-01-2024,549981,544.05
ccf719ab-2922-4bd8-9ca5-b35354a1d505,Saint Martin,treat,Export,Sea,Stewartfurt,Electronics,4862,3282.46,20-12-2019,292427,1449.65
61d9fe39-8147-48f4-9f0e-f320f7f60e7f,Kenya,year,Export,Sea,Lynchfort,Machinery,8389,1603.36,08-03-2021,280162,4155.65
cb4d18d6-adb6-4a35-9734-a26c92e94e89,Tajikistan,really,Export,Sea,Williamborough,Electronics,3320,8604.45,10-03-2021,543855,1184.55
99a2ecb1-c202-487b-849b-8a44ce1bb02a,Croatia,practice,Export,Air,Davidport,Electronics,8980,4208.54,19-06-2022,598195,1675.17
6af79ad2-993e-48c6-a6b1-06e289110af0,Turks and Caicos Islands,professional,Export,Land,New Nicole,Machinery,766,5712.37,27-11-2020,552271,3001.07
d872298c-7b72-490b-b8f8-f071d360da69,Denmark,remember,Export,Air,Hannahport,Machinery,5691,6495.18,07-03-2023,536245,1627.61
9b8086da-6379-4035-b8e4-5086ca819c6f,Anguilla,call,Export,Land,Port Rickey,Machinery,8483,7513.78,02-06-2024,733834,2712.89
dd620222-d9ef-428b-bbcb-50b3961d8dcf,Northern Mariana Islands,fine,Export,Air,Port Susan,Electronics,8838,1201.24,25-03-2023,273778,633.2
4d6cd782-2e95-43ea-bda1-7da2000fc63d,Svalbard & Jan Mayen Islands,manager,Export,Sea,Emilyside,Toys,2920,999.85,12-10-2023,247471,4821.32
ef7e85ec-a417-456f-a9ee-7f3d0ff030b8,Sri Lanka,no,Export,Air,Lake Shelley,Electronics,1331,8715.08,13-04-2022,309253,729.05
babd4745-497e-4f1a-bd2b-f042209818d1,Comoros,drug,Export,Land,East Theresa,Furniture,1038,410.22,23-04-2021,842461,4809.41
f11ddff7-0e37-4526-9582-a3bdd476fe38,Kuwait,oil,Export,Sea,South Crystalchester,Toys,4710,6655.92,23-06-2022,568851,332.97
b3386c3e-1af4-487f-92eb-dac5a1457899,Christmas Island,community,Export,Air,South Edward,Electronics,7700,7404.04,15-08-2024,417191,593.83
31e9ca80-58bf-4b9e-a624-5b598c94af98,Guadeloupe,measure,Export,Land,Wilsonview,Electronics,895,7209.37,04-08-2022,760742,628.76
9d44c93e-7799-48e2-b368-c5539c30ceaa,Tonga,can,Export,Sea,North Joel,Furniture,4332,4405.07,01-04-2021,846270,4667.46
a6855857-567e-4862-af15-1673a1df3da7,Equatorial Guinea,just,Export,Air,North Benjamin,Toys,2160,246.85,09-03-2020,792140,2761.64
633cbf79-e96a-41af-b55e-3aa2208a393e,Venezuela,relationship,Export,Sea,New Melanie,Electronics,917,6206.45,31-12-2021,808225,4926.66
beebb4ea-eab9-421b-8b36-b545cca1a034,Grenada,store,Export,Land,North Pamelashire,Electronics,7052,5948.25,01-05-2021,766891,761.87
dc45488d-84dd-49b9-9f1e-0ee9cf6c9992,Cuba,may,Export,Sea,Jenniferborough,Toys,1094,5668.36,11-05-2023,590952,3297.79
5f1ff97c-71cf-4814-a45b-d776c838a145,Aruba,picture,Export,Air,Lopezbury,Clothing,4193,8390.11,07-10-2023,901791,1002.37
0a3c2c6f-ef2d-4a38-a6e4-b8df0b6d9611,Chad,if,Export,Sea,Port John,Furniture,3744,6503.16,29-02-2020,193548,3896.27
809e2109-c786-4a38-a09f-1aede38690e7,Iran,also,Export,Air,Port Katherinebury,Furniture,8857,1390.31,17-05-2024,837508,695.35
81d1bf06-6b8c-46f2-8611-f583b2d10e3d,Liechtenstein,your,Export,Land,Lake Markborough,Toys,2597,7905.2,24-10-2019,355941,2627.69
254bf7ae-1d0a-4994-b20b-575d4e28e674,Portugal,rich,Export,Land,Smithview,Electronics,7680,6020.1,04-04-2022,690720,1686.73
1ad1daaa-ef8d-4ff0-9583-1feeec41e6f6,Bolivia,woman,Export,Sea,North Josemouth,Machinery,9278,3337.04,04-12-2022,270545,2844.59
6a480542-1965-4435-901b-b5fa6a677623,Lesotho,agency,Export,Air,Lopezborough,Machinery,826,955.63,16-03-2020,140263,4703.54
f45da406-bbf9-4b01-a7f9-e728c618fc1e,Tanzania,medical,Export,Air,Sextonshire,Electronics,6846,715.11,19-08-2020,729810,582.74
6e5bac20-725c-4675-8a95-71e407dc02b1,China,respond,Export,Air,South Devonberg,Toys,1961,8683.83,12-02-2024,562624,228.69
5a3da367-141b-4a1b-80a9-78bfb8f8903b,Kuwait,Mrs,Export,Air,West Danaborough,Furniture,3122,6153.76,29-12-2023,466629,1119.98
b1182d23-5bf8-4676-9f12-a0e912011caa,Falkland Islands (Malvinas),recent,Export,Land,New Bradley,Clothing,5712,1336.29,12-02-2023,324172,1058.08
00d3d1af-353e-4c86-a4ae-ba79e4b82987,French Polynesia,single,Export,Sea,Lake Richardchester,Toys,3542,1972.54,14-06-2023,551869,375.46
bb6b0095-ac7b-4ab2-a8b5-6f85346d2b7e,Ethiopia,fund,Export,Land,East Amandaland,Toys,6990,5985.74,27-09-2022,588214,494.6
bf7b68ae-1f89-41b6-a6a1-a40bf031f4b9,Cuba,those,Export,Air,Manuelmouth,Toys,3656,5803.43,02-04-2024,228184,4979.14
b080e003-5e7f-403c-8b13-47f601d6d903,Dominica,network,Export,Air,Lake Monicaside,Machinery,2609,7360.72,14-11-2019,907600,4801.99
743c7e9d-2fde-4035-a452-bc39dbf2eed1,Poland,house,Export,Land,Stoneview,Clothing,5105,5270.12,02-07-2024,531050,1131.73
55c36c3d-5cbb-4080-b547-5c5ef76dce6e,Romania,be,Export,Sea,Wrighttown,Electronics,588,9536.93,15-04-2023,120308,3302.59
97d01e70-2f1d-4bef-93b5-3b92a2cb5f38,French Polynesia,member,Export,Air,New Austinland,Clothing,3104,9636.8,22-01-2022,119410,2505.51
88819f42-1a42-4629-94af-e646fe3216bd,Grenada,both,Export,Air,Patrickmouth,Electronics,6534,2253.3,16-07-2023,707077,2038.88
606821d6-280a-47ee-8ec9-85ff94b28b9d,Slovakia (Slovak Republic),way,Export,Sea,New Jocelyn,Machinery,6888,4766.33,05-09-2021,284306,1857.75
82221345-50de-4292-b90a-9016cdec85da,Armenia,think,Export,Land,Delgadochester,Furniture,1484,4580.11,04-10-2022,998844,613.74
a9c72e7b-6b77-4df1-9f59-aa2c4a82e06a,Georgia,role,Export,Sea,West Jeffrey,Machinery,4217,5606.73,10-11-2022,164571,4868.62
4ca49aaf-6b94-4e09-a1cc-14b312bdf75f,Anguilla,throw,Export,Sea,Christopherberg,Toys,7022,3154.73,30-08-2023,998503,1811.88
3f80c31f-15a5-412c-9ac4-b6c7a31034dd,Palau,knowledge,Export,Land,Shawnfort,Furniture,8273,4219.26,13-12-2021,708648,4878.33
a3155940-5e87-405a-a1fd-cdf171df24d9,Canada,wish,Export,Land,Batesfort,Machinery,9885,5135.19,26-12-2021,468380,2721.28
605dd4d6-0ecf-495b-877a-2133f2ed33e1,Gambia,man,Export,Sea,Port Kellyborough,Furniture,7750,6886.68,28-07-2023,240623,1828.22
f642c8f3-6acf-49eb-8228-4fd9689bba65,Palestinian Territory,myself,Export,Air,Archerview,Machinery,5605,5921.39,07-09-2020,475691,3978.43
70f8dd99-5217-4eb7-a6b9-20daba6a098f,Chile,sea,Export,Air,Port Devinmouth,Machinery,8105,5950.64,06-09-2023,498312,3471.49
1cb66f67-46e7-45ad-9bce-35d8cbe88a3f,Mozambique,them,Export,Air,Christopherchester,Machinery,7737,6956.88,21-05-2021,984970,1944.97
27649a62-b02d-452c-9b05-0db28ee4fd02,Pakistan,glass,Export,Sea,Castroborough,Electronics,7043,5866.85,13-07-2023,243659,1774.99
eda2fc4c-7237-4420-b3dd-77e1cbb02fe9,Hungary,seek,Export,Land,Roweborough,Electronics,225,2178.37,19-11-2021,130642,708.47
6bf4d047-c484-4a8d-af75-1bde66163e5b,Mali,box,Export,Sea,Port Shannon,Clothing,1489,5865.7,03-09-2022,747762,4301
85fa2d5c-efe6-471b-9723-a95974151acc,Montserrat,for,Export,Sea,East Lori,Furniture,9024,5602.62,13-01-2023,379560,2793.24
c149fa8e-7bb8-42f1-9624-d318a32652e8,Congo,college,Export,Land,West William,Machinery,2480,6470.86,04-05-2023,149048,4231.41
d4864482-0078-4b12-8b73-50d13421beaf,Brunei Darussalam,draw,Export,Land,West Danielchester,Machinery,3509,4545.84,10-10-2021,167727,2408.83
1d4d1180-4c6e-4fbb-b7fe-f6b501fda698,Anguilla,look,Export,Air,Johnhaven,Machinery,1180,3715.5,01-12-2023,149982,1539.18
4d18c103-a100-4d14-ba92-cd28c4c536fb,Falkland Islands (Malvinas),maintain,Export,Air,Vickiton,Clothing,5953,5922.37,06-06-2022,266510,794.12
f5feba5e-c295-4f51-bf67-ee1aad9d1f42,Monaco,old,Export,Sea,Robinsonfort,Clothing,6333,4049.87,03-06-2023,766056,3877.31
df0d6301-488c-4c4e-9a94-14b840aaec7a,Bahamas,difficult,Export,Air,Port Douglasberg,Furniture,3819,4598.09,31-03-2023,642431,442.52
889c8ae2-4e3c-4f2d-8332-559dcad00273,Saint Helena,ahead,Export,Land,North Kathryntown,Furniture,5580,4098.24,09-03-2020,132545,3837.8
dc0520a4-87ba-4b90-9e41-5c4e57030ede,Christmas Island,certainly,Export,Land,Kariburgh,Machinery,1797,7449.55,26-11-2019,986065,4008.91
c31277fd-eb83-4f16-a404-d8083fc18c00,Marshall Islands,production,Export,Air,Lake Jose,Furniture,2636,2907.69,04-08-2022,439739,1849.46
dc66a27b-6a32-4333-916e-8a6429deb984,Gabon,ready,Export,Air,Veronicaburgh,Furniture,4504,4852.22,26-11-2019,353447,4525.32
35d4cd35-a08c-4a00-85e7-425092f078b8,Bhutan,sense,Export,Sea,Juliemouth,Electronics,1431,1190.77,30-07-2024,640003,4741.13
bdce29ef-6746-40eb-8b27-9c29a274c0d7,Paraguay,treat,Export,Sea,South Ginaport,Electronics,477,2940.86,19-12-2020,279870,3262.88
9177b6d4-5f2e-4167-b13e-ceb14ad12b4c,Costa Rica,he,Export,Air,New Laura,Clothing,3250,356.52,02-04-2021,339747,3183.09
66b62087-61a5-4fdd-9eda-4209b270af55,Poland,word,Export,Land,New Keith,Electronics,9191,258.44,06-02-2023,458958,4166.24
a1d20ebc-5aa3-492a-8c88-b9d8ab12fb53,Malta,month,Export,Sea,Cruzland,Furniture,6560,7431.87,04-12-2021,543032,3275.19
248f4a25-4cd8-4f24-b1a8-c9c60f6ab75b,Madagascar,move,Export,Land,Bennettfurt,Toys,3831,4368.48,07-02-2020,418138,1196.86
fe2d9d1d-e377-4008-a416-59c078b61daf,Sudan,into,Export,Sea,North Keith,Furniture,5626,3328.45,16-04-2021,388037,1442.5
fa999f9b-86de-4365-98a2-30de02969326,Costa Rica,very,Export,Land,North Lawrence,Electronics,653,3367.11,18-10-2022,420318,4110.06
14d4dad6-ddfa-4808-afd8-643211035083,Micronesia,maintain,Export,Sea,New Karina,Electronics,6704,3521.55,31-12-2020,421035,890.65
6f1bdd07-1aff-41ae-b0f2-c48549b564fb,Denmark,sometimes,Export,Land,South Stephanie,Toys,2014,6371.32,05-08-2023,488906,2274.34
62565a95-5487-45c3-b762-6f4975fd3537,Vanuatu,PM,Export,Sea,Lake Michellefort,Clothing,2927,7008.54,17-03-2022,509225,474.04
a5e3a719-6bf5-4dfd-94a8-762b2b12c92c,Netherlands Antilles,music,Export,Air,New Sarahshire,Toys,3722,6803.95,20-11-2019,801856,170.16
35783f66-2114-42d6-90ea-1324862f78e1,Papua New Guinea,behavior,Export,Land,Port Amanda,Machinery,9833,5002.48,03-01-2022,579712,4653.41
6d62e40c-638d-421a-bbc5-9e92ca1209ad,Malawi,own,Export,Land,Melissahaven,Clothing,9779,9244.38,29-09-2022,206838,1560.93
bad3116b-63b8-4897-bdf0-fe6bce8d75f2,Israel,director,Export,Air,Eugeneberg,Furniture,6768,623.84,04-12-2020,143139,3788.86
707421d4-3239-404b-8bab-5b51385c5fdc,Liechtenstein,certainly,Export,Sea,Markhaven,Machinery,1567,7681.33,19-09-2023,849817,900.18
b5c25d42-9626-48c4-b44a-f454f0a61c5e,Montserrat,material,Export,Land,Lake Daniel,Clothing,77,5358.41,08-08-2021,569205,2836.48
0884fd16-636a-4f8c-a7e3-f52c0cbf404d,Georgia,others,Export,Land,Lindaberg,Machinery,3039,667.07,12-11-2019,127943,4661.66
defa7864-15ac-45c3-a217-cf253be95767,Uzbekistan,improve,Export,Air,Shawton,Machinery,2646,1709.34,26-10-2022,367044,3272.58
c061c99b-831a-452a-9e6c-8762b475e15e,Maldives,its,Export,Air,North Dawnport,Machinery,8467,8438.02,26-08-2020,544580,2466.08
e2091f49-e0a1-4d2b-857c-799848d002be,Mali,growth,Export,Land,New Deanna,Clothing,9713,906.67,02-05-2021,182244,4598.05
0dcf035b-7552-46e8-a953-a1155a62ddc4,Malawi,reach,Export,Air,Port Kevin,Machinery,2788,2960.86,24-09-2022,652087,4352.73
6e3c18c9-ef1f-40a3-bc02-ba67ee04bdde,Fiji,probably,Export,Sea,New Deborahview,Electronics,1286,3082.37,29-07-2022,934792,4962.92
56525ce0-3725-4d0c-b9c4-5c38b440ffe0,Mexico,music,Export,Sea,Taylorland,Clothing,8019,5818.35,31-07-2022,342258,3126.67
0d742256-0b36-43cd-8acf-eba4441030ae,Zimbabwe,southern,Export,Land,Lake Melvin,Furniture,5086,5964.2,28-02-2020,516180,4316.35
4a30f7cd-00fd-4c23-998c-a3b429b10823,Slovakia (Slovak Republic),scene,Export,Land,Melaniemouth,Clothing,3598,6408.86,17-09-2021,473321,2929.04
85a1282a-0761-485b-8168-705a533c9a31,Sweden,half,Export,Air,West Matthewland,Furniture,1242,1720.36,01-06-2023,733789,3998.8
5882e3bb-8646-46c1-9eb4-e6c435a7c6ed,Pakistan,political,Export,Air,South Jeffery,Electronics,7675,3870.35,20-11-2020,310385,1640.1
4053b188-339d-48f5-9658-b1b33012ae1c,Fiji,tell,Export,Air,Sanfordshire,Electronics,4722,7372.77,12-01-2022,491092,4525.9
df39ccaa-580c-49fc-bb69-e69041300879,Pakistan,country,Export,Land,North Juanstad,Machinery,9299,8101.8,25-04-2024,101999,3448.75
